,text,intent
2032,hi,Greetings
2033,I am from ML masters 29th August batch,batch_details
2034,Have you uploaded 17th and 18th Oct class recording in Canvas I can not see this,recordings_not_avilable
2035,ok thank u,Thank_you
2036,done sir,great
2037,i have some queries regarding chatbot using Luis,azure_luis_understanding_issue
2038,"I have registered for community based python training, But I have not received any acknowledgement mail",support_ticket_generate
2039,hi sir/madam,Greetings
2040,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-4dbb1f9304225679dba3521cb1f205e9 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-4dbb1f9304225679dba3521cb1f205e9/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-4dbb1f9304225679dba3521cb1f205e9 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-4dbb1f9304225679dba3521cb1f205e9>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-4dbb1f9304225679dba3521cb1f205e9</a><OriginalName v=Screenshot (43).png></OriginalName><FileSize v=143009></FileSize><meta type=photo originalName=Screenshot (43).png></meta></URIObject>",O
2041,thankyou,Thank_you
2042,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-74028745c5f9215f38c6e1f229797fc8 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-74028745c5f9215f38c6e1f229797fc8/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-74028745c5f9215f38c6e1f229797fc8 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-74028745c5f9215f38c6e1f229797fc8>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-74028745c5f9215f38c6e1f229797fc8</a><OriginalName v=Untitled.png></OriginalName><FileSize v=187006></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2043,Only missing part was winzip,O
2044,With pen..,O
2045,"Hi Team, I have a question regarding Assignment-1 for PowerBI.",assignment_powerbi
2046,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-90ab7a504eb257c09feed39549674174 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-90ab7a504eb257c09feed39549674174/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-90ab7a504eb257c09feed39549674174 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-90ab7a504eb257c09feed39549674174>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-90ab7a504eb257c09feed39549674174</a><OriginalName v=Course Section.png></OriginalName><FileSize v=199705></FileSize><meta type=photo originalName=Course Section.png></meta></URIObject>",O
2047,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-e938c31c953efc922408b4720f47def5 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-e938c31c953efc922408b4720f47def5/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-e938c31c953efc922408b4720f47def5 width=1070 height=498>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-e938c31c953efc922408b4720f47def5>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-e938c31c953efc922408b4720f47def5</a><OriginalName v=picturemessage_mogdwc0q.tnc.png></OriginalName><FileSize v=49823></FileSize><meta type=photo originalName=picturemessage_mogdwc0q.tnc.png></meta></URIObject>",O
2048,Sure wait a sec,sure
2049,so this picture only has till &apos;ra&apos; and similarly i did it until i found &apos;ramuu&apos; not &apos;ruu&apos;,need_help
2050,Hi,Greetings
2051,please connect me to jiwitesh sir,sure
2052,sir same error is comming,code_error
2053,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-e8b958075e8cb33e378a00b809000d1d url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-e8b958075e8cb33e378a00b809000d1d/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-e8b958075e8cb33e378a00b809000d1d width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-e8b958075e8cb33e378a00b809000d1d>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-e8b958075e8cb33e378a00b809000d1d</a><OriginalName v=Untitled.png></OriginalName><FileSize v=188406></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2054,<a href=mailto:adamgilly90@gmail.com>adamgilly90@gmail.com</a>,O
2055,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-ea-d6-b3ba944dfad48b36ddbb1f3595dfc685 url_thumbnail=https://api.asm.skype.com/v1/objects/0-ea-d6-b3ba944dfad48b36ddbb1f3595dfc685/views/imgt1_anim type=Picture.1 doc_id=0-ea-d6-b3ba944dfad48b36ddbb1f3595dfc685 width=880 height=415>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-ea-d6-b3ba944dfad48b36ddbb1f3595dfc685>https://login.skype.com/login/sso?go=xmmfallback?pic=0-ea-d6-b3ba944dfad48b36ddbb1f3595dfc685</a><OriginalName v=image_2020_06_04T16_08_19_109Z.png></OriginalName><FileSize v=45913></FileSize><meta type=photo originalName=image_2020_06_04T16_08_19_109Z.png></meta></URIObject>",O
2056,"My sister is pursuing BA in Eco Hons, Can she transition her carrier in Data Science and she is in Final Year student",support_ticket_generate
2057,This is Deepak from MLDM 6th June batch,Greetings
2058,one more thing while excepting the null hypothesis the statement made will be correct na?,stats
2059,"ok sir, seems it is just a notification",O
2060,"1. Create a pie chart presenting the male/female proportion2. Create a scatterplot with the Fare paid and the Age, differ the plot color by gender",powerbi_query
2061,Also provide me the access to listen machine learning recording videos,Dashboard_access
2062,actually in requiremnt .txt file the highlighted one shows its not installed,code_error
2063,I have a doubt on this,need_help
2064,"Its still a little out of place if you see string list and objects for eg; tuples, set , dictionaries..<e_m a=live:ishchawla24b ts_ms=1587480329500 ts=1587480329 t=61></e_m>",support_ticket_generate
2065,Assignment submit option not available in these two assignments. please help to submit the assignments,assignment_submittion
2066,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-df0a4202efa623e4ee990de9432cbb60 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-df0a4202efa623e4ee990de9432cbb60/views/original type=File.1 doc_id=0-sa-d1-df0a4202efa623e4ee990de9432cbb60>To view this file, go to: <a href=https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d1-df0a4202efa623e4ee990de9432cbb60>https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d1-df0a4202efa623e4ee990de9432cbb60</a><OriginalName v=requirements.txt></OriginalName><FileSize v=292></FileSize></URIObject>",O
2067,u there sir?,O
2068,Will check it out in stack overflow,sure
2069,Yeah,more_query
2070,Thanks a lot for giving me direction,Thank_you
2071,I wanted to ask him a few questions on the live interview sessions he took 2 days ago,need_help
2072,can u help me on this by taking remote on my system,need_help
2073,dogcat_new,O
2074,"ValueError                                Traceback (most recent call last)&lt;ipython-input-116-e52a0b5f3de4&gt; in &lt;module&gt;----&gt; 1 df1[&quot;Sub_metering_1&quot;] = df1[&quot;Sub_metering_1&quot;].astype(float)~\Anaconda3\lib\site-packages\pandas\core\generic.py in astype(self, dtype, copy, errors)   5696         else:   5697             # else, only a single dtype is given-&gt; 5698             new_data = self._data.astype(dtype=dtype, copy=copy, errors=errors)   5699             return self._constructor(new_data).__finalize__(self)   5700 ~\Anaconda3\lib\site-packages\pandas\core\internals\managers.py in astype(self, dtype, copy, errors)    580     581     def astype(self, dtype, copy: bool = False, errors: str = &quot;raise&quot;):--&gt; 582         return self.apply(&quot;astype&quot;, dtype=dtype, copy=copy, errors=errors)    583     584     def convert(self, **kwargs):~\Anaconda3\lib\site-packages\pandas\core\internals\managers.py in apply(self, f, filter, **kwargs)    440                 applied = b.apply(f, **kwargs)    441             else:--&gt; 442                 applied = getattr(b, f)(**kwargs)    443             result_blocks = _extend_blocks(applied, result_blocks)    444 ~\Anaconda3\lib\site-packages\pandas\core\internals\blocks.py in astype(self, dtype, copy, errors)    623             vals1d = values.ravel()    624             try:--&gt; 625                 values = astype_nansafe(vals1d, dtype, copy=True)    626             except (ValueError, TypeError):    627                 # e.g. astype_nansafe can fail on object-dtype of strings~\Anaconda3\lib\site-packages\pandas\core\dtypes\cast.py in astype_nansafe(arr, dtype, copy, skipna)    895     if copy or is_object_dtype(arr) or is_object_dtype(dtype):    896         # Explicit copy, or required since NumPy can&apos;t view from / to object.--&gt; 897         return arr.astype(dtype, copy=True)    898     899     return arr.view(dtype)ValueError: could not convert string to float: &apos;?&apos;",code_error
2075,"Code is valid but error is same. Are there any possibility that the .py have some problem,because lambda function redirect to the .py code?",code_error
2076,hello,Greetings
2077,Thanks<ss type=smile>:)</ss>,welocme_reply
2078,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-c5aeb7d82ee8dd37a278a3482842af92 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-c5aeb7d82ee8dd37a278a3482842af92/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-c5aeb7d82ee8dd37a278a3482842af92 width=1920 height=1020>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-c5aeb7d82ee8dd37a278a3482842af92>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-c5aeb7d82ee8dd37a278a3482842af92</a><OriginalName v=Annotation 2020-04-30 174212.png></OriginalName><FileSize v=146265></FileSize><meta type=photo originalName=Annotation 2020-04-30 174212.png></meta></URIObject>",O
2079,<partlist type=missed alt= callId=f1cae6bf-5991-42c7-8d2d-d262ec9ba8b2><part identity=live:.cid.5400688729094f45><name>Sarthak Awasthi</name><duration>6.682</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>6.682</duration></part></partlist>,O
2080,Please note that I have still not received access to the resources of the Deep Learning course.,dashboard_content_view_problem
2081,df_fifa1.loc[(df_fifa[&quot;Nationality&quot;]==&quot;England&quot;) &amp; (df_fifa1[&quot;Overall&quot;])]here df_fifa1[&quot;Overall&quot;] is there ..so what will happen if I don&apos;t give this condition  ..means if overall is null then it wont consider it or what will it do?,need_help
2082,thanks,welocme_reply
2083,<partlist type=ended alt= OId=be91766c-57df-4aab-8acd-c13365764e13><part identity=live:.cid.fe63248b85b39c2f><name>Vikash Singh</name><duration>8374.338</duration></part><part identity=live:.cid.4933a22bf564744><name>support_ineuron ai</name><duration>8374.338</duration></part></partlist>,O
2084,Hi,Greetings
2085,HI,Greetings
2086,ohh,O
2087,"ok sir, thank you if problem arrives in coding I will let you know to guide me.",sure
2088,Please check the recording of 17th October it&apos;s not uploaded yet,recordings_not_avilable
2089,Time: 1:54:06,need_help
2090,"i registered for both power bi and python, but i received dashboard for power bi and not able to see python dashboard",support_ticket_generate
2091,hi,Greetings
2092,hi i wanted to know that the assignment questions which are given to us,assignment_doubt
2093,thats why i was concerned,need_help
2094,sir not able to run image scrapper,image_scrapper
2095,saying requirements satisfied but still getting error,need_help
2096,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-1eccbafc7f24653866a25969022401f3 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-1eccbafc7f24653866a25969022401f3/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-1eccbafc7f24653866a25969022401f3 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-1eccbafc7f24653866a25969022401f3>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-1eccbafc7f24653866a25969022401f3</a><OriginalName v=1601120609246.JPEG></OriginalName><FileSize v=220522></FileSize><meta type=photo originalName=1601120609246.JPEG></meta></URIObject>",O
2097,Till this I got..  I will watch the video again tomorrow to install MySQL,mysql_installation
2098,and took a max of latitude column,code_error
2099,okay,good_bye
2100,All right. Thanks for information.,welocme_reply
2101,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-84c9e39419bb7e7447eada897eb2e252 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-84c9e39419bb7e7447eada897eb2e252/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-84c9e39419bb7e7447eada897eb2e252 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-84c9e39419bb7e7447eada897eb2e252>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-84c9e39419bb7e7447eada897eb2e252</a><OriginalName v=Untitled.png></OriginalName><FileSize v=188732></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2102,Can you please help me how to view background code when we do any changes in power query editor,support_ticket_generate
2103,sir i have sent the error log link,need_help
2104,sir I have posted my query of u can scroll up please?,need_help
2105,After this what i have to do sir,support_ticket_generate
2106,sir new env not able to create in python==3.6,need_help
2107,Sure sir,Thank_you
2108,ohh nice to meet you,Thank_you
2109,okay thankyou,Thank_you
2110,also hopefully this will be recorded like just all other session.,need_help
2111,tried this also butr same result,need_help
2112,"I have the confirmation mail and got the syllabus, Please activate the link on my dashboard. Thanks",dashboard_activation
2113,ok,good_bye
2114,Hi,Greetings
2115,Just adding you..... no specific need at the moment,ignore
2116,will u please help me on that,need_help
2117,YesI have mentioned it <ss type=smile>:)</ss>,need_help
2118,hi,Greetings
2119,one my frnd want to learn python,need_help
2120,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-f8012839cca894cc248abf7509e38d30 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-f8012839cca894cc248abf7509e38d30/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-f8012839cca894cc248abf7509e38d30 width=1130 height=808>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-f8012839cca894cc248abf7509e38d30>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-f8012839cca894cc248abf7509e38d30</a><OriginalName v=image_2020_10_09T06_28_29_108Z.png></OriginalName><FileSize v=95752></FileSize><meta type=photo originalName=image_2020_10_09T06_28_29_108Z.png></meta></URIObject>",O
2121,Ok sir,good_bye
2122,i am seeing that but in code it has not provided,need_help
2123,ok,Thank_you
2124,I am trying to install plotly and cufflinks,Plotly_installation
2125,"Hi Sir, i have access to this dashboard course i am going with fast track course with ML. if you open the Machine learning module 1. and open the recording video 2.  and compare with the linear regression zip file (Linear Regression.ipynb) video content &amp; this file content are different seems like there is some missing content.",Greetings
2126,ok,good_bye
2127,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-cf0004827c1341eb45690dd59099a560 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-cf0004827c1341eb45690dd59099a560/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-cf0004827c1341eb45690dd59099a560 width=702 height=271>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-cf0004827c1341eb45690dd59099a560>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-cf0004827c1341eb45690dd59099a560</a><OriginalName v=Assignment3Q2.png></OriginalName><FileSize v=16158></FileSize><meta type=photo originalName=Assignment3Q2.png></meta></URIObject>",assignment_doubt
2128,Hello There,Greetings
2129,semi perimeter which is defined in main func,support_ticket_generate
2130,bcs current notebook has someother codes present in it,jupyter_notebook
2131,I got it. Thank you,welocme_reply
2132,Thanks,welocme_reply
2133,I have attended all classes PY3,need_help
2134,hello,Greetings
2135,sorry to disturb again and again on the same thing,need_help
2136,sir I think I was not clear on my earlier question,need_help
2137,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-cbe334bb0821bda2e5a3d59a0f847d2e url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-cbe334bb0821bda2e5a3d59a0f847d2e/views/original type=File.1 doc_id=0-sa-d4-cbe334bb0821bda2e5a3d59a0f847d2e>To view this file, go to: <a href=https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d4-cbe334bb0821bda2e5a3d59a0f847d2e>https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d4-cbe334bb0821bda2e5a3d59a0f847d2e</a><OriginalName v=app.py></OriginalName><FileSize v=4096></FileSize></URIObject>",O
2138,i will see,Thank_you
2139,if they ask this type of question i have to do code like this only.. may be that question will be in 10th or in the middle of the assignment..   i have to read file again to modify this type of change..?,need_help
2140,"Hello sir ,is power bi certificate released?Someone sent me a link to search my certificate but that page is not loading..so can u suggest something",powerbi_certificate
2141,Now I am already lagging behind and going through the sessions in YouTube.,great
2142,I am asking for the masters DL course,need_help
2143,okay thank you,Thank_you
2144,I have enrolled in for python course in ineuron classes kindly tell me how to upload assignments as scheduled this week,assignment_submittion
2145,Hi there,Greetings
2146,should be outside of the if loop,need_help
2147,Hi,Greetings
2148,"I have registered the Power BI and Tableau, can u please provide Dashboard",power-bi_tableau_dashboard
2149,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-82ffd0e068a87b81b3590db5c748a609 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-82ffd0e068a87b81b3590db5c748a609/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-82ffd0e068a87b81b3590db5c748a609 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-82ffd0e068a87b81b3590db5c748a609>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-82ffd0e068a87b81b3590db5c748a609</a><OriginalName v=error_547967990.png></OriginalName><FileSize v=56089></FileSize><meta type=photo originalName=error_547967990.png></meta></URIObject>",O
2150,thanks,welocme_reply
2151,what will i do ??,need_help
2152,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-7a82a122f37535285393255214fedda4 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-7a82a122f37535285393255214fedda4/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-7a82a122f37535285393255214fedda4 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-7a82a122f37535285393255214fedda4>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-7a82a122f37535285393255214fedda4</a><OriginalName v=Untitled.png></OriginalName><FileSize v=147546></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
2153,yes,Thank_you
2154,Thank you. I thought there might be any other ways to handle in power bi.Thanks a lot again for the quick response.,Thank_you
2155,requirement file is now running,great
2156,stats assignment 1,assignment_stats
2157,Yes Sir for windows desktop,O
2158,could you please let me know the timings for  power bi and tableau course and Python courses,course_timings
2159,ok,Thank_you
2160,hi,Greetings
2161,I have finished all my assignments and submitted in the Github repository,Thank_you
2162,okay sir..,Thank_you
2163,One more issue in installing MySQL,mysql_installation
2164,<a href=https://colab.research.google.com/drive/1uGg2NDFsw2M4JEKkgTZirHYDPmmxqsEn?usp=sharing>https://colab.research.google.com/drive/1uGg2NDFsw2M4JEKkgTZirHYDPmmxqsEn?usp=sharing</a>,O
2165,ok,good_bye
2166,Ok sir,good_bye
2167,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-0ee98ae8d4f0d5d3aea376f3e8feef59 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-0ee98ae8d4f0d5d3aea376f3e8feef59/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-0ee98ae8d4f0d5d3aea376f3e8feef59 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-0ee98ae8d4f0d5d3aea376f3e8feef59>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-0ee98ae8d4f0d5d3aea376f3e8feef59</a><OriginalName v=1596123433219.JPEG></OriginalName><FileSize v=170854></FileSize><meta type=photo originalName=1596123433219.JPEG></meta></URIObject>",O
2168,Thank you.,welocme_reply
2169,"Canvas mail id, Few minutes back I registered Can you help me",support_ticket_generate
2170,I have that doubt still,need_help
2171,Should I go with default option set up or any changes will be there,need_help
2172,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-eus-d7-0c484d6f507bc4e3c5e56361d7ecc6d9 url_thumbnail=https://api.asm.skype.com/v1/objects/0-eus-d7-0c484d6f507bc4e3c5e56361d7ecc6d9/views/imgt1_anim type=Picture.1 doc_id=0-eus-d7-0c484d6f507bc4e3c5e56361d7ecc6d9 width=1138 height=304>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-eus-d7-0c484d6f507bc4e3c5e56361d7ecc6d9>https://login.skype.com/login/sso?go=xmmfallback?pic=0-eus-d7-0c484d6f507bc4e3c5e56361d7ecc6d9</a><OriginalName v=picturemessage_jrcfmtr5.5ja.png></OriginalName><FileSize v=26598></FileSize><meta type=photo originalName=picturemessage_jrcfmtr5.5ja.png></meta></URIObject>",O
2173,no bro,need_help
2174,Sir I might have already received internship offer letter,internship_query
2175,in this I made a groupby as it had multiple columns,code_error
2176,Hi Team,Greetings
2177,how to handle large data which can not be fit into memory ... for data science project ...structured data,large_data_handle_query
2178,why?,need_help
2179,sir how can i resolve this issue tried everything u sujjested,need_help
2180,I just need to know that what I am supposed to do now...,need_help
2181,sir can i call you?,need_skype_call
2182,thank u,Thank_you
2183,one more thing i have to ask . i have deploy one scrapper built bs4 on pivotal cloud but it is taking more than 5 min to show the result<e_m a=kumar.deepu35 ts_ms=1591873836413 ts=1591873836 t=61></e_m>,pivotal_deployment
2184,i am trying,great
2185,plz help it out,need_help
2186,I tried to change password by forgot password.. but even after updating the password i am not able to login into canvas,canvas_login_problem
2187,I am student of 22nd February batch,enter_query
2188,sir yesterday jiwitesh sir asked to pin and have a conversation over image scrapper as it is still not running,image_scrapper
2189,What was the topic sir.,need_help
2190,It is given as homework in the last session,O
2191,hi,Greetings
2192,"Assignments and other files are not able to open in the dashborad, so could u please help me in that? <e_m a=live:.cid.a656044cbf7af05 ts_ms=1588763008563 ts=1588763008 t=61></e_m>",dashboard_content_view_problem
2193,sir still the result is same,need_help
2194,i am not able to understand this part can u please explain me?,need_help
2195,<partlist type=missed alt= callId=701edc8b-2ba3-4e2c-8aeb-3f95a95d7866><part identity=live:yash20december><name>yash agrawal</name><duration>3.771</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>3.771</duration></part></partlist>,O
2196,is it opening in your system?,need_help
2197,its working fine,great
2198,hi,Greetings
2199,sir every link i m trying to open it shows error 404 in pandas practice 1 exercise,assignment_pandas_link
2200,how to delete additional groups,support_ticket_generate
2201,Yes,Thank_you
2202,how will i fix it ??,need_help
2203,<a href=http://localhost:8888/edit/Downloads/python/diabetes.csv.1>http://localhost:8888/edit/Downloads/python/diabetes.csv.1</a>,O
2204,please let me know how to change x value without storing it in any variable,need_help
2205,i didnt get any response from iNeuron,support_ticket_generate
2206,all these files shows the same result,need_help
2207,<MediaAlbum albumId=2898a1c6-caa5-4840-9d27-0c921266ef23></MediaAlbum>,O
2208,okay thank you,Thank_you
2209,Hi,Greetings
2210,wait i am checking,need_help
2211,actually i did that and executed 1 code,code_error
2212,i submitted on dashboard bro,assignment_submittion
2213,so this statement will create a new column called as hour for all the rows present in my data set,code_error
2214,"I want to join your online course, Please let me know how to join",NewBatch_details
2215,Git: <a href=https://github.com/Saif-Al-Zarrar/Doubts/blob/master/ML_Book_Housing-Copy-Ask-iNeuronTeam.ipynb>https://github.com/Saif-Al-Zarrar/Doubts/blob/master/ML_Book_Housing-Copy-Ask-iNeuronTeam.ipynb</a>,O
2216,hello sir is there any way to resolve the problem of pyspark?,pyspark
2217,I have typed the same way.,O
2218,"Sorry,  I have done it now. Please share the access .Thank you for  the quick help",Dashboard_access
2219,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-11c4c4a2fa6fa578dc2e1807451ee7f7 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-11c4c4a2fa6fa578dc2e1807451ee7f7/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-11c4c4a2fa6fa578dc2e1807451ee7f7 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-11c4c4a2fa6fa578dc2e1807451ee7f7>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-11c4c4a2fa6fa578dc2e1807451ee7f7</a><OriginalName v=Screenshot (12).png></OriginalName><FileSize v=118037></FileSize><meta type=photo originalName=Screenshot (12).png></meta></URIObject>",O
2220,this is how sir has taught us,need_help
2221,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-d69585fd4589701edae5e7c0556bdd49 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-d69585fd4589701edae5e7c0556bdd49/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-d69585fd4589701edae5e7c0556bdd49 width=1536 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-d69585fd4589701edae5e7c0556bdd49>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-d69585fd4589701edae5e7c0556bdd49</a><OriginalName v=1588961706638.JPEG></OriginalName><FileSize v=113850></FileSize><meta type=photo originalName=1588961706638.JPEG></meta></URIObject>",O
2222,can you check and confirm for submission ??,assignment_evaluation
2223,ok fine,good_bye
2224,Sir it shows only certificate option.. Is the certificate not generated for me?,powerbi_certificate
2225,from a particular dataset I have made a groupby on a categorical field and got a mean of another field,pandas_groupby
2226,hello Sudhanshu sir,Greetings
2227,can u name it?,need_help
2228,<partlist type=started alt= OId=2ac7d483-6ee5-4072-99b8-a9106b90b195><part identity=sourangshu.pal><name>sourangshu pal</name></part><part identity=live:.cid.4933a22bf564744><name>support_ineueon ai</name></part></partlist>,O
2229,Its not giving response in browser,need_help
2230,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-d15da84fee6a1cb965714ad0c577a61f url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-d15da84fee6a1cb965714ad0c577a61f/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-d15da84fee6a1cb965714ad0c577a61f width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-d15da84fee6a1cb965714ad0c577a61f>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-d15da84fee6a1cb965714ad0c577a61f</a><OriginalName v=Screenshot (63).png></OriginalName><FileSize v=155307></FileSize><meta type=photo originalName=Screenshot (63).png></meta></URIObject>",O
2231,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-ebe7716223e6c8292c07a09be801190a url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-ebe7716223e6c8292c07a09be801190a/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-ebe7716223e6c8292c07a09be801190a width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-ebe7716223e6c8292c07a09be801190a>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-ebe7716223e6c8292c07a09be801190a</a><OriginalName v=Untitled.png></OriginalName><FileSize v=181689></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
